EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBFI;FOZ DO IGUAÇU;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;402;10;12;0;0;197232;124444;21626;10009;5704;1174;2;7044;0;0;336;36844;2,45;2676
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBFI;FOZ DO IGUAÇU;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1454;42;175;0;0;942722;853498;88121;70904;32050;13501;23;102725;0;0;1606;150141;41,7167;11585
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;2002;53;265;0;0;1057780;795696;106283;64005;42147;13431;37;96195;0;0;2914;292840;44,35;10172
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3788;100;1486;4;0;2398700;1443290;231857;115436;118555;20328;56;539418;1452;0;6608;638809;52,3;17303
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;4684;1122;1;0;0;0;0;0;1,88333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;59;0;0;0;0;132396;66198;25824;5976;9751;2244;2;0;0;0;118;23017;3,86667;902
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;6405;0;1757;866;1;0;0;0;0;7397;2,35;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;9987;325;46608;4;0;10896000;8641810;1216320;767330;349762;100456;116;40362500;3464;0;12582;1404590;203,667;91097
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;9485;2622;3;0;0;0;0;0;5,58333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;219;24;6422;0;0;358340;191406;78268;22343;23622;8740;10;5612830;0;0;410;89558;20,95;2719
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;23155;1122;171900;6336;0;22641800;19110000;2744850;1771410;750006;190532;218;150241000;5537660;0;25906;3140690;350,167;228204
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBMO;RIO LARGO;AL;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;95;2;0;0;0;328276;264290;28109;21824;9925;2782;1;0;0;0;118;10104;3,76667;720
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBNF;NAVEGANTES;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;2738;0;959;425;1;0;0;0;0;6444;1,26667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBNF;NAVEGANTES;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2780;83;789;100;0;2586550;1733150;275321;142474;121858;24225;57;335325;42500;0;6086;647886;58,8;15571
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;458;0;3;0;0;0;0;33216;0,916667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBPK;PELOTAS;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;736;16;315;4;0;200668;162656;18609;13591;7980;2873;13;69615;884;0;908;84236;11,5167;6011
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;427;1;0;0;0;1148140;830942;113925;66220;36477;9730;5;0;0;0;590;58545;13,9333;2005
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4238;175;19627;4;0;15102400;12557200;1703990;1118360;316066;88890;30;58154800;11852;0;5097;575094;118,817;39970
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;209;7;0;0;0;389760;234080;32741;18779;9066;2240;2;0;0;0;348;29234;3,63333;1093
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;12389;298;22781;888;0;16393400;14157900;1407680;1191810;380210;95200;85;25514700;994560;0;14637;1256890;153,4;91318
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBSM;SANTA MARIA;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;978;27;903;25;0;341530;239610;30948;20253;14516;4900;20;221235;6125;0;1394;126369;20,25;8450
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;483;17;1235;0;0;1365850;1118140;127484;96838;42090;11575;5;2859020;0;0;590;55070;16,05;4371
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPB;PARNAÍBA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1011;9;122;0;0;1786400;1580720;190992;134772;38027;11555;5;281942;0;0;773;82646;16,8667;10029
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPB;PARNAÍBA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPB;PARNAÍBA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;99;0;1;0;0;0;0;14144;0,183333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPB;PARNAÍBA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;306;2;46;0;0;852992;291312;87471;24452;30788;7616;8;43792;0;0;896;91885;13,85;2693
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPB;PARNAÍBA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;SBTE;TERESINA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;33;0;97;0;0;177660;97200;19031;8221;5763;1080;4;26190;0;0;658;70489;2,7;230
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPJ;PALMAS;TO;NORTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;405;6;0;0;0;;;;;;;;;;;;;;3044
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPJ;PALMAS;TO;NORTE;BRASIL;AMÉRICA DO SUL;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;14146;0;5102;1318;1;0;0;0;0;10733;1,98333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPJ;PALMAS;TO;NORTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;336;5;8113;0;0;1779840;1048540;186470;96092;42697;10300;10;8356390;0;0;1728;181043;17,3333;2158
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPJ;PALMAS;TO;NORTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;32;0;0;0;0;49770;45504;5146;3809;1774;711;1;0;0;0;70;7239;2,28333;261
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPJ;PALMAS;TO;NORTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1486;32;2358;0;0;1909750;1411340;189884;117622;65710;15642;22;1676540;0;0;2686;267084;30,15;10417
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPJ;PALMAS;TO;NORTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;9;0;0;0;0;;;;;;;;;;;;;;70
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPJ;PALMAS;TO;NORTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2293;41;7745;105;0;3912100;3122580;400426;271373;129184;31240;22;10997900;149100;0;2755;281998;50,95;19198
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPJ;PALMAS;TO;NORTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1749;14;313;0;0;4272840;3611000;473107;298241;98056;25398;17;467622;0;0;2860;316677;39,4167;13006
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPK;PELOTAS;RS;SUL;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;779;17;355;0;0;200668;172159;19222;14711;7861;2873;13;78455;0;0;908;87011;10,9667;7811
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPL;PETROLINA;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2489;40;2791;185;0;4914810;4156630;504039;360636;136429;38410;23;4660970;308950;0;2943;301825;60,05;26490
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPL;PETROLINA;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3881;77;657;0;0;3782060;2464440;394817;199729;153187;31750;50;417195;0;0;5956;621799;63,2667;22837
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBAE;AREALVA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;711;0;200;0;0;997964;871686;92654;70944;24671;6130;5;245200;0;0;814;75576;9,81667;4343
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;775;13;0;0;0;369930;331056;33520;27233;14783;3135;5;0;0;0;590;53466;6;5808
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;11763;183;1611;0;0;8131560;7375400;762848;615754;283488;60192;96;1010100;0;0;12969;1216750;117,1;98307
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;666;3;194;0;0;1239660;969030;116705;79453;29077;7275;5;282270;0;0;852;80211;11,35;4464
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;738;1;91;0;0;1586010;1345370;155967;113555;34900;9115;5;165893;0;0;870;85556;13,4167;6851
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBDN;PRESIDENTE PRUDENTE;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;623;0;27;0;0;1229440;898989;117470;73648;29749;7215;5;38961;0;0;852;81409;11,7167;4288
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;149;1;0;0;0;144768;123968;14421;9933;3605;832;1;0;0;0;174;17334;1,48333;764
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;907;16;0;0;0;1495020;980467;164532;79841;34526;8648;8;0;0;0;1383;152206;14,0333;5837
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;758;10;80;0;0;911283;819398;98388;67965;21737;5405;5;86480;0;0;843;91017;8,75;5944
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;1036;11;0;0;0;1334930;1135460;135006;94502;34107;7672;7;0;0;0;1218;123184;13,8333;8527
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;4233;106;824;0;0;5349770;4719800;572428;391830;130000;35680;32;918760;0;0;4798;513405;62,15;33131
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3632;48;3503;92;0;4513520;4049680;471053;344741;96292;32335;29;3905840;102580;0;4048;422480;56,0167;33297
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBMK;MONTES CLAROS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;322;2;57;0;0;316756;287914;28784;23957;11068;4554;9;28842;0;0;626;56896;14,55;2651
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;414;5;0;0;0;1148140;805644;109887;64982;38901;9730;5;0;0;0;590;56469;14,8167;2344
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;2408;19;149;0;0;2315140;2015500;191332;166227;62104;13392;16;124713;0;0;2766;228601;25,3333;17856
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2362;18;245;0;0;2169500;1976990;181918;165762;56991;12555;15;205065;0;0;2592;217355;23,2333;20655
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;173;1;19;0;0;733584;182342;71644;14867;17239;4216;4;20026;0;0;696;67976;6,93333;1113
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;754;1;32;0;0;916980;794716;89879;66175;21818;5270;5;33728;0;0;870;85278;8,71667;6206
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;5113;45;283;0;0;6314630;5747010;640470;481127;169097;38216;34;318092;0;0;5618;569828;66,8333;44303
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;667;0;0;0;0;1004860;795064;107580;65417;24462;5960;5;0;0;0;843;90254;9,71667;4858
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;185;0;0;0;0;141954;74185;14667;5847;6353;1203;3;0;0;0;354;36578;2,73333;711
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4799;67;419;0;0;3122190;1924400;323477;155528;122929;22055;55;168019;0;0;7786;806745;54,2;27572
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBUL;UBERLÂNDIA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;170;2;45;0;0;341034;171020;32783;14397;8034;2012;2;45270;0;0;339;32589;3,25;1518
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBUL;UBERLÂNDIA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1464;12;1370;0;0;1750440;1472780;161402;123563;41818;10060;10;1378220;0;0;1740;160444;16,9167;11662
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;1032;4;36;0;0;733488;458208;63787;36966;33434;6216;14;15984;0;0;1652;143678;14,3167;5836
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;426;10;0;0;0;;;;;;;;;;;;;;4208
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;10;0;0;0;0;219945;13330;22179;1173;6725;1333;1;0;0;0;165;16639;2,61667;130
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4185;75;3612;10;0;7282200;6000940;622554;507381;143460;35495;31;4135740;11450;0;6360;543731;59,4167;35926
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;27;0;116;0;0;89798;20547;8334;1753;3409;761;1;88276;0;0;118;10952;1,35;163
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;5434;41;7396;8;0;6730280;4459460;709899;373545;172851;40333;53;5628360;6088;0;8844;932889;71,1;39790
